Index,Project,Text,Class,isSATD,Predict_sft-35
988,Maven,"//  likely Boolean -> boolean, Short -> int etc. conversions, it's not the problem case we try to avoid",NON-SATD,0,NON-SATD
989,Maven,//  a Maven 1.x pom will not even   update the resource if we stop supporting modelVersion 4.0.0,NON-SATD,0,NON-SATD
990,Maven,//  The build has been set but we want to step in here and fill in   values that have not been set by the child.,NON-SATD,0,NON-SATD
991,Maven,"//  The two phases below are really for future expansion, some would say they lack a drink   The point being that they do not really have to match the ""real"" stuff,",NON-SATD,0,NON-SATD
992,Maven,"//  If it was optional and not a direct dependency,   we don't add it or its children, just allow the update of the version and artifactScope",NON-SATD,0,NON-SATD
993,Maven,/*          * NOTE: This provides backward-compat with maven-deploy-plugin:2.4 which bypasses the repository factory when         * using an alternative deployment location.          */,NON-SATD,0,NON-SATD
994,Maven,"//  if we need to update artifactScope of nearest to use farthest artifactScope, use the   nearest version, but farthest artifactScope",NON-SATD,0,NON-SATD
995,Maven,"//  if we catch a ChecksumFailedException, it means the transfer/read succeeded, but the    checksum doesn't match. This could be a problem with the server (ibiblio HTTP-200 error   page), so we'll try this up to two times. On the second try, we'll handle it as a bona-fide   error, based on the repository's checksum checking policy.",NON-SATD,0,NON-SATD
996,Maven,"//  We are doing something like ""mvn resources:resources"" where no version is specified but this   project we are working on has the version specified in the POM so the version should come from there.",NON-SATD,0,NON-SATD
997,Maven,"//  We only check for groupId/artifactId/version/classifier cause if there is another   module with the same groupId/artifactId/version/classifier this will fail the build   earlier like ""Project '...' is duplicated in the reactor.   So it is sufficient to check only groupId/artifactId/version/classifier and not the   packaging type.",NON-SATD,0,NON-SATD
998,Maven,//  consider the URL (instead of the id) as this most closely relates to the contents in the repo,NON-SATD,0,NON-SATD
999,Maven,//  ignore plugin descriptor parsing errors at this point   these errors will reported during calculation of project build execution plan,NON-SATD,0,NON-SATD
1000,Maven,"/*  farthest is compile and nearest is not (has lower priority), change to compile  */",NON-SATD,0,NON-SATD
1001,Maven,"//  if we're processing this as an inheritance-based merge, and   the parent's <inherited/> flag is not set, then we need to",NON-SATD,0,NON-SATD
1002,Maven,//  only merge plugin definition from the parent if at least one   of these is true:   1. we're not processing the plugins in an inheritance-based merge   2. the parent's <inherited/> flag is not set,NON-SATD,0,NON-SATD
1003,Maven,//  session may be different from rootSession seeded in DefaultMaven   explicitly seed the right session here to make sure it is used by Guice,NON-SATD,0,NON-SATD
1005,Maven,//  This supports painless invocation by the Verifier during embedded execution of the core ITs,NON-SATD,0,NON-SATD
1006,Maven,//  ----------------------------------------------------------------------   Properties containing info about the currently running version of Maven   These override any corresponding properties set on the command line   ----------------------------------------------------------------------,NON-SATD,0,NON-SATD
1007,Maven,"//  we need to get the latest file for the project, not the artifact that was created at one point in time",NON-SATD,0,NON-SATD
1008,Maven,//  We want to send the root artifact back in the result but we need to do this after the other dependencies,NON-SATD,0,NON-SATD
1009,Maven,"/*  * Allows core extensions to participate in Maven build session lifecycle. * * All callback main.methods (will) follow beforeXXX/afterXXX naming pattern to * indicate at what lifecycle point it is being called. * * @see <a href=""https://maven.apache.org/examples/maven-3-lifecycle-extensions.html"">example</a> * @see <a href=""https://issues.apache.org/jira/browse/MNG-4224"">MNG-4224</a> * @since 3.0-alpha-3  */",NON-SATD,0,NON-SATD
1011,Maven,"//  The temporary file is named destination + "".tmp"" and is done this way to ensure   that the temporary file is in the same file system as the destination because the   File.renameTo operation doesn't really work across file systems.   So we will attempt to do a File.renameTo for efficiency and atomicity, if this fails   then we will use a brute force copy and delete the temporary file.",NON-SATD,0,NON-SATD
1012,Maven,//    If we're logging to a file then we don't want the console transfer listener as it will spew   download progress all over the place,NON-SATD,0,NON-SATD
1013,Maven,"//  Here, we need to determine which policy to use. Release updateInterval will be used when   the metadata refers to a release artifact or meta-version, and snapshot updateInterval will be used when   it refers to a snapshot artifact or meta-version.   NOTE: Release metadata includes version information about artifacts that have been released, to allow   meta-versions like RELEASE and LATEST to resolve, and also to allow retrieval of the range of valid, released   artifacts available.",NON-SATD,0,NON-SATD
1014,Maven,//  unless it's an entry point.   currently processing the entry point - it should not have any entry incident edges,NON-SATD,0,NON-SATD
1015,Maven,"//    The projects need to be topologically after the participants have run their afterProjectsRead(session)   because the participant is free to change the dependencies of a project which can potentially change the   topological order of the projects, and therefore can potentially change the build order.     Note that participants may affect the topological order of the projects but it is   not expected that a participant will add or remove projects from the session.",NON-SATD,0,NON-SATD
1016,Maven,//    Put in a bogus file to make sure missing files cause the resolution to fail.,NON-SATD,0,NON-SATD
1017,Maven,//  for each exception   - knowing what artifacts are missing   - project building exception   - invalid project model exception: list of markers   - xmlpull parser exception,NON-SATD,0,NON-SATD
1018,Maven,"//  MNG-3769: the [probably relocated] artifact is excluded.   We could process exclusions on relocated artifact details in the   MavenMetadataSource.createArtifacts(..) step, BUT that would   require resolving the POM from the repository very early on in   the build.",NON-SATD,0,NON-SATD
1019,Maven,//  we update the build number anyway so that it doesn't get lost. It requires the timestamp to take effect,NON-SATD,0,NON-SATD
1020,Maven,"//  second try, refetch all (possibly outdated) metadata that wasn't updated in the first attempt",NON-SATD,0,NON-SATD
1021,Maven,//  if the phase is specified then I don't have to go fetch the plugin yet and pull it down   to examine the phase it is associated to.,NON-SATD,0,NON-SATD
1022,Maven,//    We enter the session scope right after the MavenSession creation and before any of the   AbstractLifecycleParticipant lookups   so that @SessionScoped components can be @Injected into AbstractLifecycleParticipants.,NON-SATD,0,NON-SATD
1023,Maven,//    Maven4: We may want to evaluate how this is used but we add these separate as the    getExecutionProperties is deprecated in MavenSession.,NON-SATD,0,NON-SATD
1024,Maven,"/*         This will not work until the RR plugin is released to get rid of the binding to the reporting exception which is a mistake.        This happens after removing the reporting API from the core:        java.lang.NoClassDefFoundError: org/apache/maven/reporting/MavenReportException        MavenSession session = createMavenSession( getProject( ""project-with-inheritance"" ) );        String goal = ""process"";        Plugin plugin = new Plugin();        plugin.setGroupId( ""org.apache.maven.plugins"" );        plugin.setArtifactId( ""maven-remote-resources-plugin"" );        plugin.setVersion( ""1.0-beta-2"" );        MojoDescriptor mojoDescriptor = pluginManager.getMojoDescriptor( plugin, goal, session.getCurrentProject(), session.getLocalRepository() );        assertPluginDescriptor( mojoDescriptor, ""org.apache.maven.plugins"", ""maven-remote-resources-plugin"", ""1.0-beta-2"" );        MojoExecution mojoExecution = new MojoExecution( mojoDescriptor );        pluginManager.executeMojo( session, mojoExecution );         */",NON-SATD,0,NON-SATD
1025,Maven,"//         {              message.append( ""There was 1 validation error: "" );          }          else          {              message.append( ""There was "" + messages.size() + "" validation errors: "" + NEWLINE );          }",NON-SATD,0,NON-SATD
1026,Maven,"//  MNG-2861: the artifact data has changed. If the available versions where previously   retrieved, we need to update it.",NON-SATD,0,NON-SATD
1027,Maven,"//  if this fails, forget about it, we'll try to overwrite it anyway so no need",NON-SATD,0,NON-SATD
1028,Maven,//  ----------------------------------------------------------------------------   I'm fully aware that the file could just be moved using File.rename but   there are bugs in various JVM that have problems doing this across   different filesystem. So we'll incur the small hit to actually copy   here and be safe. jvz.   ----------------------------------------------------------------------------,NON-SATD,0,NON-SATD
1029,Maven,//  NOTE: The check for missing plugin versions is handled directly by the model builder,NON-SATD,0,NON-SATD
1030,Maven,"//  The root artifact may, or may not be resolved so we need to check before we attempt to resolve.   This is often an artifact like a POM that is taken from disk and we already have hold of the   file reference. But this may be a Maven Plugin that we need to resolve from a remote repository   as well as its dependencies.",NON-SATD,0,NON-SATD
1031,Maven,"//    Used by Tycho and will break users and force them to upgrade to Maven 3.1 so we should really leave   this here, possibly indefinitely.",NON-SATD,0,NON-SATD
1033,Maven,"//  Don't consider the artifact's version in here, as this is stored in the directory above that",NON-SATD,0,NON-SATD
1034,Maven,"//                             + project1.getScm().getDeveloperConnection() );            assertEquals( project1.getScm().getUrl(), ""http://host/viewer?path=/p0/modules/p1"" );          assertEquals( project1.getScm().getConnection(), ""scm:svn:http://host/p0/modules/p1"" );          assertEquals( project1.getScm().getDeveloperConnection(),                        ""scm:svn:https://host/p0/modules/p1"" );      }",NON-SATD,0,NON-SATD
1035,Maven,"//  We are going to take the project packaging and find all plugins in the default lifecycle and create   fully populated Plugin objects, including executions with goals and default configuration taken   from the plugin.xml inside a plugin.",NON-SATD,0,NON-SATD
1036,Maven,//  this should never happen since we checked all possible error sources before but better be sure,NON-SATD,0,NON-SATD
1037,Maven,"//    1) Setup initial properties.     2) Validate local repository directory is accessible.     3) Create RepositorySystemSession.     4) Create MavenSession.     5) Execute AbstractLifecycleParticipant.afterSessionStart(session)     6) Get reactor projects looking for general POM errors     7) Create ProjectDependencyGraph using trimming which takes into account --projects and reactor mode.   This ensures that the projects passed into the ReactorReader are only those specified.     8) Create ReactorReader with the getProjectMap( projects ). NOTE that getProjectMap(projects) is the code that   checks for duplicate projects definitions in the build. Ideally this type of duplicate checking should be   part of getting the reactor projects in 6). The duplicate checking is conflated with getProjectMap(projects).     9) Execute AbstractLifecycleParticipant.afterProjectsRead(session)     10) Create ProjectDependencyGraph without trimming (as trimming was done in 7). A new topological sort is   required after the execution of 9) as the AbstractLifecycleParticipants are free to mutate the MavenProject   instances, which may change dependencies which can, in turn, affect the build order.     11) Execute LifecycleStarter.start()",NON-SATD,0,NON-SATD
1038,Maven,"/*          * NOTE: Plugins like maven-release-plugin query the path to the settings.xml to pass it into a forked Maven and         * the CLI will fail when called with a non-existing settings, so be sure to only point at actual files. Having         * a null file should be harmless as this case matches general Maven 2.x behavior...          */",NON-SATD,0,NON-SATD
1039,Maven,//    Make sure the Maven home directory is an absolute path to save us from confusion with say drive-relative   Windows paths.,NON-SATD,0,NON-SATD
1040,Maven,"//  NOTE: The upper-case packaging name is intentional, that's a special hinting mode used for certain tests",NON-SATD,0,NON-SATD
1041,Maven,"//  the metadata source looks up the default impl, so we have to trick it",NON-SATD,0,NON-SATD
1042,Maven,//  MNG-6170: Only schedule other modules from reactor if we have more modules to build than one.,NON-SATD,0,NON-SATD
1043,Maven,//  ----------------------------------------------------------------------------   We need to allow per execution user and global settings as the embedder   might be running in a mode where its executing many threads with totally   different settings.   ----------------------------------------------------------------------------,NON-SATD,0,NON-SATD
1044,Maven,"//  If we're processing this merge as an inheritance, we have to build up a list of   plugins that were considered for inheritance.",NON-SATD,0,NON-SATD
1045,Maven,"//  for the special case of a drive-relative Windows path, make sure it's absolute to save plugins from trouble",NON-SATD,0,NON-SATD
1046,Maven,"//  extensions realm is expected to be fully setup at this point   any exception means a problem in maven code, not a user error",NON-SATD,0,NON-SATD
1047,Maven,//  we cannot set this directly in the MDO due to the interactions with dependency management,NON-SATD,0,NON-SATD
1048,Maven,"/*          * Initialize mapping from lifecycle phase to bound mojos. The key set of this map denotes the phases the caller         * is interested in, i.e. all phases up to and including the specified phase.          */",NON-SATD,0,NON-SATD
1049,Maven,//  If there is no version to be found then we need to look in the repository metadata for   this plugin and see what's specified as the latest release.,NON-SATD,0,NON-SATD
1050,Maven,//     {          setGroupId( af.getGroupId() );          setArtifactId( af.getArtifactId() );          setVersion( af.getVersion() );          setType( af.getType() );          setScope( af.getScope() );          setClassifier( af.getClassifier() );          //setUri( af.getDownloadUrl() );            this.resolved = af.isResolved();      },NON-SATD,0,NON-SATD
1051,Poi,"//  ""up to 11 numeric characters, with the decimal point counting as a numeric character""",NON-SATD,0,NON-SATD
1052,Poi,"//  Aggregates don't have a sid   We could step into them, but for these needs we don't care",NON-SATD,0,NON-SATD
1053,Poi,"/*         DecimalFormat format = new DecimalFormat(""#.##########"", new DecimalFormatSymbols(Locale.getDefault()));        double d = 3.0E-104;        assertEquals(""3.0E-104"", format.format(d));          */",NON-SATD,0,NON-SATD
1054,Poi,"//  must only be used to create empty documents, do not use it for parsing!",NON-SATD,0,NON-SATD
1056,Poi,"//  Find our top level children   Note - we don't handle children of children yet, as",NON-SATD,0,NON-SATD
1057,Poi,"/*              * use StdDev, aboveAverage, equalAverage to find:             * comparison value             * operator type              */",NON-SATD,0,NON-SATD
1058,Poi,"/*              * Transform the text using a scale so that it's height is increased by a multiple of the leading,             * and then rotate the text before computing the bounds. The scale results in some whitespace around             * the unrotated top and bottom of the text that normally wouldn't be present if unscaled, but             * is added by the standard Excel autosize.              */",NON-SATD,0,NON-SATD
1059,Poi,//  Create a cell at A3 and insert a numbered list into that cell.   Note that a couple of items have been added to the listItems,NON-SATD,0,NON-SATD
1060,Poi,"//  Excel does not support positive/negative infinities,   rather, it gives a #DIV/0! error in these cases.",NON-SATD,0,NON-SATD
1061,Poi,//  An optional EmfPlusTransformMatrix object that specifies a world space to device space transform for   the pen. This field MUST be present if the PenDataTransform flag is set in the PenDataFlags field of   the EmfPlusPenData object.,NON-SATD,0,NON-SATD
1062,Poi,//  Not a valid fraction formats (too many #/# or ?/?) - hence the strange expected results,NON-SATD,0,NON-SATD
1063,Poi,"//  the record will start with two integers, then this string   ... that will eat up 16 of the 8224 bytes that the record",NON-SATD,0,NON-SATD
1064,Poi,//  A 32-bit floating-point value that specifies the em size of the font in units specified by the SizeUnit field.,NON-SATD,0,NON-SATD
1066,Poi,"/*  * Tests formulas and operators as loaded from a test data spreadsheet.<p> * This class does not test implementors of <tt>Function</tt> and <tt>OperationEval</tt> in * isolation.  Much of the evaluation engine (i.e. <tt>HSSFFormulaEvaluator</tt>, ...) gets * exercised as well.  Tests for bug fixes and specific/tricky behaviour can be found in the * corresponding test class (<tt>TestXxxx</tt>) of the target (<tt>Xxxx</tt>) implementor, * where execution can be observed more easily.  */",NON-SATD,0,NON-SATD
1067,Poi,"//  this is called by EscherPropertyFactory which happens to call it with empty parts   if a part is initial empty, don't allow it to contain something again",NON-SATD,0,NON-SATD
1068,Poi,"//  #3) these cells will all be medium weight with different colors for the       outside, inside horizontal, and inside vertical borders. The center",NON-SATD,0,NON-SATD
1069,Poi,//  This is multiple consecutive number cells in one record   Exand this out into multiple regular number cells,NON-SATD,0,NON-SATD
1070,Poi,//  do a quick check if there is work to do to not incur the overhead if not necessary anyway,NON-SATD,0,NON-SATD
1071,Poi,//  marks the start of a list of area expressions which will be naturally combined   by their trailing operators (e.g. UnionPtg),NON-SATD,0,NON-SATD
1072,Poi,//  else the other variation of this function takes an array as the first argument,NON-SATD,0,NON-SATD
1073,Poi,//  sum of all values in the 1st column: 1 + 4 + 7 = 12,NON-SATD,0,NON-SATD
1074,Poi,"//  Now we have 3 cases:   (a) the first part couldn't be displayed,   (b) only part of the text run could be displayed   (c) or all chars can be displayed (default)",NON-SATD,0,NON-SATD
1075,Poi,"//  Note the formula, as stored in the file, has the external name index not filename",NON-SATD,0,NON-SATD
1076,Poi,//  Assume that it must be a file handle - although there are other   options the code should perhaps check - and store the reference   into the filesList variable.,NON-SATD,0,NON-SATD
1077,Poi,"//  Reserve block 0 for the start of the Properties Table   Create a single empty BAT, at pop that at offset 1",NON-SATD,0,NON-SATD
1078,Poi,//  BarDirection.COL then X axis is from 0 to 1 and Y axis is target axis,NON-SATD,0,NON-SATD
1079,Poi,//  8 bytes header + 20 bytes to flags + 2 bytes flags = 30 bytes,NON-SATD,0,NON-SATD
1080,Poi,"//  Build an input stream of it, and read back as a POIFS from the stream",NON-SATD,0,NON-SATD
1081,Poi,"//  test changing a table value, to see if the caches are properly cleared   Issue 59814",NON-SATD,0,NON-SATD
1082,Poi,/*  This is the root path of the POI filesystem. Its tree             * node is resp. must be located below the tree node of             * the POI filesystem itself. This is a tree node with the             * POI filesystem's name (this the operating system file's             * name) as its key it the path-to-node map.  */,NON-SATD,0,NON-SATD
1083,Poi,"// If number < -549,755,813,888 or if number > 549,755,813,887, this function returns the #NUM! error value.",NON-SATD,0,NON-SATD
1084,Poi,//  It seems like the best thing to do might be to combine these into one,NON-SATD,0,NON-SATD
1085,Poi,// adding one here because 0 indicates a global named region; doesn't make sense for print areas,NON-SATD,0,NON-SATD
1086,Poi,"//  If the criteria arg is a reference to a blank cell, countif always returns zero.",NON-SATD,0,NON-SATD
1087,Poi,//  Reference to an empty workbook name   will this just be empty string?   encoded file name,NON-SATD,0,NON-SATD
1088,Poi,//  Relying on the fact that by default the cellType is set to 0 which   is different to {@link CellType#BLANK} hence the following method call correctly   creates a new blank cell.,NON-SATD,0,NON-SATD
1089,Poi,"//  All Style records start as ""builtin"", but generally    only 20 and below really need to be",NON-SATD,0,NON-SATD
1090,Poi,//  Remove the character we're supposed    to match the space of / pad to the    column width with,NON-SATD,0,NON-SATD
1091,Poi,// Need to sort the font runs to ensure that the font runs appear in  character order,NON-SATD,0,NON-SATD
1092,Poi,"//  read all available bytes and not just ""stringLength * 1(ansi)/2(unicode)""   in case we need to deal with surrogate pairs",NON-SATD,0,NON-SATD
1093,Poi,//  An EmfPlusGraphicsVersion object that specifies the version of operating system graphics that was used,NON-SATD,0,NON-SATD
1094,Poi,"//  A 32-bit signed integer from the WrapMode enumeration that specifies whether to paint the area outside   the boundary of the brush. When painting outside the boundary, the wrap mode specifies how the color",NON-SATD,0,NON-SATD
1095,Poi,//  This field MUST exist if and only if the containing Obj?s cmo.ot is equal to 0x14.,NON-SATD,0,NON-SATD
1096,Poi,"//  For the quote characters in the range U+2018 - U+201E, use the East Asian font   if the text has one of the following language identifiers:",NON-SATD,0,NON-SATD
1097,Poi,//  A signed integer that defines the vertical extent of the viewport in device units.,NON-SATD,0,NON-SATD
1098,Poi,"//  If we get here, then the rawCode + this byte weren't   found in the dictionary",NON-SATD,0,NON-SATD
1099,Poi,//  Set a cell value within the conditional formatting range whose rule would resolve to True.,NON-SATD,0,NON-SATD
1100,Poi,"/*          * reserve already occupied drawing ids, so reserving new ids later will         * not corrupt the document          */",NON-SATD,0,NON-SATD
1101,Poi,//  A 32-bit unsigned integer that specifies the format of the pixels that make up the bitmap image.,NON-SATD,0,NON-SATD
1102,Poi,//  Covered Scenarios:   * row copy on same sheet   * row copy between different sheets in the same workbook,NON-SATD,0,NON-SATD
1104,Poi,"//  You should only every have 1, 2 or 3 SLWTs    (normally it's 2, or 3 if you have notes)",NON-SATD,0,NON-SATD
1105,Poi,"//  variables for performance optimization:   avoid re-checking DataUtil.isADateFormat(int, String) if a given format   string represents a date format if the same string is passed multiple times.",NON-SATD,0,NON-SATD
1107,Poi,"//  this method is ALWAYS called after construction -- using   the nontrivial constructor, of course -- so this is where",NON-SATD,0,NON-SATD
1108,Poi,"//  Four constants that determine how - and indeed whether - the rows   and columns an image may overlie should be expanded to accommodate that   image.   Passing EXPAND_ROW will result in the height of a row being increased   to accommodate the image if it is not already larger. The image will   be layed across one or more columns.   Passing EXPAND_COLUMN will result in the width of the column being   increased to accommodate the image if it is not already larger. The image   will be layed across one or many rows.   Passing EXPAND_ROW_AND_COLUMN will result in the height of the row   bing increased along with the width of the column to accomdate the   image if either is not already larger.   Passing OVERLAY_ROW_AND_COLUMN will result in the image being layed   over one or more rows and columns. No row or column will be resized,   instead, code will determine how many rows and columns the image should",NON-SATD,0,NON-SATD
1109,Poi,"//  Note - observed behavior of Excel:   Error values like #VALUE!, #REF!, #DIV/0!, #NAME? etc don't cause this COUNTA to return an error   in fact, they seem to get counted",NON-SATD,0,NON-SATD
1110,Poi,//  Note: These fields are protected to help with unit testing   Other classes shouldn't really go playing with them!,NON-SATD,0,NON-SATD
1111,Poi,"//  Now the next pass for quoted characters: Remove '' chars, making ""'a''b'"" into ""'ab'""",NON-SATD,0,NON-SATD
1112,Poi,/*  Compare the property set stream with the corresponding one         * from the origin file and check whether they are equal.  */,NON-SATD,0,NON-SATD
1113,Poi,"//  for formulas, we want to keep the type and only have an ERROR as formula value",NON-SATD,0,NON-SATD
1114,Poi,"//  Because we don't properly know about all the details of the old    section properties, and we're trying to decode them as if they    were the new ones, we sometimes ""need"" more data than we have.",NON-SATD,0,NON-SATD
1115,Poi,"//  this can happen when the client code has created a row,   and then removes/replaces it before adding any cells. (see bug 46312)",NON-SATD,0,NON-SATD
1116,Poi,"//  ArcTan Formula: ""at2 x y"" = arctan( y / z ) = value of this guide",NON-SATD,0,NON-SATD
1117,Poi,"//  Excel probably wouldn't mind, but there is much logic in this class   that assumes the column info records are kept in order",NON-SATD,0,NON-SATD
1118,Poi,//  Passing either null or an empty ArrayList will signal that   there are no lower level items associated with the top level,NON-SATD,0,NON-SATD
1119,Poi,//  This calcualtion of Precision does not always provide results within   Allowed Error. It compensates for loss of significant digits that occurs.,NON-SATD,0,NON-SATD
1120,Poi,"/*         The following cases are tested (copied from FormulaParser.parseStructuredReference)           1 Table1[col]           2 Table1[[#Totals],[col]]           3 Table1[#Totals]           4 Table1[#All]           5 Table1[#Data]           6 Table1[#Headers]           7 Table1[#Totals]           8 Table1[#This Row]           9 Table1[[#All],[col]]          10 Table1[[#Headers],[col]]          11 Table1[[#Totals],[col]]          12 Table1[[#All],[col1]:[col2]]          13 Table1[[#Data],[col1]:[col2]]          14 Table1[[#Headers],[col1]:[col2]]          15 Table1[[#Totals],[col1]:[col2]]          16 Table1[[#Headers],[#Data],[col2]]          17 Table1[[#This Row], [col1]]          18 Table1[ [col1]:[col2] ]         */",NON-SATD,0,NON-SATD
1121,Poi,//  bits 5-6 in the _flags specify the type   of selection behavior this list control is expected to support,NON-SATD,0,NON-SATD
1122,Poi,"//  This is abstract in nature, so we'll use a    concrete instance to test the set methods.",NON-SATD,0,NON-SATD
1123,Poi,"//  Each cell width is 3120 in 1440ths of an inch, or 1/3rd of 6.5""",NON-SATD,0,NON-SATD
1124,Poi,//  Flags whether the string is Unicode.   Classname of the embedded OLE document (e.g. Word.Document.8),NON-SATD,0,NON-SATD
1125,Poi,"//  only close the filesystem, if we are based on the root node.   embedded documents/slideshows shouldn't close the parent container",NON-SATD,0,NON-SATD
1126,Poi,"//  For +ve numbers, should be Space + currency symbol + spaces + whole number with commas + space",NON-SATD,0,NON-SATD
1127,Poi,"//  the calculation chain in XSSF is empty in a newly created workbook, so we cannot check if it is correctly updated",NON-SATD,0,NON-SATD
1128,Poi,"/*          * plcfBkmkl (table recording limit CPs of bookmarks) Written         * immediately after the plcfBkmkf, if the document contains bookmarks.         *          * Microsoft Office Word 97-2007 Binary File Format (.doc)         * Specification; Page 24 of 210          */",NON-SATD,0,NON-SATD
1129,Poi,//  This would add the random value in the middle of the filename so that test runs wouldn't overwrite files,NON-SATD,0,NON-SATD
1130,Poi,"/*      * Excel uses relations on sheets to store the details of      *  external hyperlinks. Check we can create these OK,      *  then still read them later      */",NON-SATD,0,NON-SATD
1131,Poi,//  0xB acts like cariage return in page titles and like blank in the others,NON-SATD,0,NON-SATD
1132,Poi,"/*          * ""If this level uses bullets (see lvlf.nfc), the cch field of this Xst         * MUST be equal to 0x0001, and this MUST NOT contain any placeholders.""         * -- page 389 of 621 -- [MS-DOC] -- v20110315 Word (.doc) Binary File         * Format          */",NON-SATD,0,NON-SATD
1133,Poi,//  0x12 Unused   0x13 GKPIDDSI_SHAREDDOC - Must be False   0x14 GKPIDDSI_LINKBASE - Must not be written   0x15 GKPIDDSI_HLINKS - Must not be written,NON-SATD,0,NON-SATD
1134,Poi,"//  0x0001  A bit that specifies whether the characters are bold.   0x0002  A bit that specifies whether the characters are italicized.   0x0004  A bit that specifies whether the characters are underlined.   0x0008  Undefined and MUST be ignored.   0x0010  A bit that specifies whether the characters have a shadow effect.   0x0020  A bit that specifies whether characters originated from double-byte input.   0x0040  Undefined and MUST be ignored.   0x0080  A bit that specifies whether Kumimoji are used for vertical text.   0x0100  aka ""unused3"" - sometimes contains the strikethrough flag    0x0200  A bit that specifies whether the characters are embossed.   0x0400  An unsigned integer that specifies the run grouping of additional text properties in StyleTextProp9Atom record.   0x0800   0x1000   0x2000   0x4000  Undefined and MUST be ignored.   0x8000  Undefined and MUST be ignored.",NON-SATD,0,NON-SATD
1135,Poi,"/*      <ExControl info=""15"" type=""4078"" size=""218"" offset=""76"" header=""0F 00 EE 0F DA 00 00 00 "">       <ExControlAtom info=""0"" type=""4091"" size=""4"" offset=""84"" header=""00 00 FB 0F 04 00 00 00 "">         00 01 00 00       </ExControlAtom>       <ExOleObjAtom info=""1"" type=""4035"" size=""24"" offset=""96"" header=""01 00 C3 0F 18 00 00 00 "">         01 00 00 00 02 00 00 00 01 00 00 00 00 00 00 00 02 00 00 00 00 96 13 00       </ExOleObjAtom>       <CString info=""16"" type=""4026"" size=""44"" offset=""128"" header=""10 00 BA 0F 2C 00 00 00 "">         53 00 68 00 6F 00 63 00 6B 00 77 00 61 00 76 00 65 00 20 00 46 00 6C 00 61         00 73 00 68 00 20 00 4F 00 62 00 6A 00 65 00 63 00 74 00       </CString>       <CString info=""32"" type=""4026"" size=""62"" offset=""180"" header=""20 00 BA 0F 3E 00 00 00 "">         53 00 68 00 6F 00 63 00 6B 00 77 00 61 00 76 00 65 00 46 00 6C 00 61 00 73         00 68 00 2E 00 53 00 68 00 6F 00 63 00 6B 00 77 00 61 00 76 00 65 00 46 00         6C 00 61 00 73 00 68 00 2E 00 39 00       </CString>       <CString info=""48"" type=""4026"" size=""44"" offset=""250"" header=""30 00 BA 0F 2C 00 00 00 "">         53 00 68 00 6F 00 63 00 6B 00 77 00 61 00 76 00 65 00 20 00 46 00 6C 00 61         00 73 00 68 00 20 00 4F 00 62 00 6A 00 65 00 63 00 74 00       </CString>     </ExControl>      */",NON-SATD,0,NON-SATD
1136,Poi,"//  PICT zip-stream can be erroneous, so we clear the array to determine   the maximum of read bytes, after the inflater crashed",NON-SATD,0,NON-SATD
1137,Poi,// for compatibility with HSSF we have to set column width in units of 1/256th of a character width  the column is 5 characters wide  the column is 13 characters wide,NON-SATD,0,NON-SATD
1138,Poi,//  NOSONAR - also catch things like NoClassDefError here   throttle the log somewhat as it can spam the log otherwise,NON-SATD,0,NON-SATD
1139,Poi,/*          * We skip the signing certificate itself according to section         * 4.4.3.2 of the XAdES 1.4.1 specification.          */,NON-SATD,0,NON-SATD
1140,Poi,"//  The size and format of this data is determined by information in the DIBHeaderInfo field. If   it is a BitmapCoreHeader, the size in bytes MUST be calculated as follows:",NON-SATD,0,NON-SATD
1141,Poi,//  Figure out if we are to suppress either the integer or fractional part.   With # the suppressed part is removed; with ? it is replaced with spaces.,NON-SATD,0,NON-SATD
1142,Poi,//  second part is not compatible with an area ref e.g. S!A1:S!B2   where S might be a sheet name (that looks like a column name),NON-SATD,0,NON-SATD
1143,Poi,/*  * Tests for logical ISxxx functions as loaded from a test data spreadsheet.<p>  */,NON-SATD,0,NON-SATD
1144,Poi,//  we cannot check for UNKNOWN as we might hit valid byte-patterns here as well,NON-SATD,0,NON-SATD
1145,Poi,"/*                  * if cell style is defined (like borders, etc.) but cell text                 * is empty, add ""&nbsp;"" to output, so browser won't collapse                 * and ignore cell                  */",NON-SATD,0,NON-SATD
1146,Poi,"//  The anchor specified by the escher properties is the displayed size,   i.e. the size of the already clipped image",NON-SATD,0,NON-SATD
1147,Poi,"//  one or both formulas are in error, not evaluating to a number, so the validation is false per Excel's behavior.",NON-SATD,0,NON-SATD
1148,Poi,//  Excel/MATCH() seems to have slightly abnormal handling of errors with   the last parameter.  Errors do not propagate up.  Every error gets   translated into #REF!,NON-SATD,0,NON-SATD
1149,Poi,// sort found records by offset.  (it is not necessary but SlideShow.findMostRecentCoreRecords() expects them sorted)   offset -> record   offset -> persistId,NON-SATD,0,NON-SATD
783,Gradle,"//  `getMaxWorkerCount() - 1` because main thread executes work as well. See https://github.com/gradle/gradle/issues/3273   TODO This could be more efficient, so that we only start a worker when there are none idle _and_ there is a worker lease available",NON-SATD,0, Code
786,Gradle,//  TODO - reuse metaData if it was already fetched to select the component from the version list,NON-SATD,0, Requirement
788,Gradle,//  Defer attaching the model until all components have been (most likely) configured   TODO - make this relationship explicit to make this more reliable and offer better diagnostics,NON-SATD,0, Design
